,Reference,Imine_SMILES,pro_nucleophile_SMILES,Reaction,Catalyst,Catalyst_Type,Co-Catalyst,Additive,Solvent,Temp,Time,eq_imine,eq_nu,eq_catalyst(mol%),ee,yield,rxn_type
88,"Chem. Eur. J.2004,10, 1987 - 1997.",CCOC(=O)/C=N/c1ccc(OC)cc1,CCCCCC=O,CCOC(=O)/C=N/c1ccc(OC)cc1_CCCCCC=O,O=C(O)[C@H]1CCCN1,Secondary Amine,,,DMF,4,20h,1,3,10,99,80,Scope
89,"Chem. Eur. J.2004,10, 1987 - 1997.",CCOC(=O)/C=N/c1ccc(OC)cc1,C=CCCC=O,CCOC(=O)/C=N/c1ccc(OC)cc1_C=CCCC=O,O=C(O)[C@@H]1CCCN1,Secondary Amine,,,DMF,4,20h,1,3,10,99,77,Scope
90,"Chem. Eur. J.2004,10, 1987 - 1997.",CCOC(=O)/C=N/c1ccc(OC)cc1,CCCCCCC=O,CCOC(=O)/C=N/c1ccc(OC)cc1_CCCCCCC=O,O=C(O)[C@@H]1CCCN1,Secondary Amine,,,DMF,4,20h,1,3,10,99,78,Scope
91,"Chem. Eur. J.2004,10, 1987 - 1997.",CCOC(=O)/C=N/c1ccc(OC)cc1,CC(C)CC=O,CCOC(=O)/C=N/c1ccc(OC)cc1_CC(C)CC=O,O=C(O)[C@@H]1CCCN1,Secondary Amine,,,DMF,4,20h,1,3,10,98,70,Scope
92,"Chem. Eur. J.2004,10, 1987 - 1997.",CCOC(=O)/C=N/c1ccc(OC)cc1,CC/C=C/CCC=O,CCOC(=O)/C=N/c1ccc(OC)cc1_CC/C=C/CCC=O,O=C(O)[C@@H]1CCCN1,Secondary Amine,,,DMF,4,20h,1,3,10,99,70,Scope
93,"Chem. Eur. J.2004,10, 1987 - 1997.",COc1ccc(/N=C/c2ccccn2)cc1,CCC=O,COc1ccc(/N=C/c2ccccn2)cc1_CCC=O,O=C(O)[C@@H]1CCCN1,Secondary Amine,,,DMF,-20,20h,1,3,20,99,85,Optimization
94,"Chem. Eur. J.2004,10, 1987 - 1997.",COc1ccc(/N=C/c2ccccn2)cc1,CCC=O,COc1ccc(/N=C/c2ccccn2)cc1_CCC=O,O=C(O)[C@H]1NCC[C@@H]1O,Secondary Amine,,,DMF,-20,20h,1,3,20,94,63,Optimization
95,"Chem. Eur. J.2004,10, 1987 - 1997.",COc1ccc(/N=C/c2ccccn2)cc1,CCC=O,COc1ccc(/N=C/c2ccccn2)cc1_CCC=O,O=C(O)[C@@H]1C[C@@H](O)CN1,Secondary Amine,,,DMF,-20,20h,1,3,20,96,66,Optimization
96,"Chem. Eur. J.2004,10, 1987 - 1997.",COc1ccc(/N=C/c2ccccn2)cc1,CCC=O,COc1ccc(/N=C/c2ccccn2)cc1_CCC=O,C1CN[C@H](CN2CCCC2)C1,Secondary Amine,,,DMF,-20,20h,1,3,20,5,20,Optimization
97,"Chem. Eur. J.2004,10, 1987 - 1997.",COc1ccc(/N=C/c2ccccn2)cc1,CCC=O,COc1ccc(/N=C/c2ccccn2)cc1_CCC=O,O=C(O)[C@@H]1CCCN1,Secondary Amine,,,dioxane,10,20h,1,3,10,99,32,Optimization
98,"Chem. Eur. J.2004,10, 1987 - 1997.",COc1ccc(/N=C/c2ccccn2)cc1,CCC=O,COc1ccc(/N=C/c2ccccn2)cc1_CCC=O,O=C(O)[C@@H]1CCCN1,Secondary Amine,,,Et2O,-20,20h,1,3,10,99,10,Optimization
99,"Chem. Eur. J.2004,10, 1987 - 1997.",COc1ccc(/N=C/c2ccccn2)cc1,CCC=O,COc1ccc(/N=C/c2ccccn2)cc1_CCC=O,O=C(O)[C@@H]1CCCN1,Secondary Amine,,,THF,-20,20h,1,3,10,99,39,Optimization
100,"Chem. Eur. J.2004,10, 1987 - 1997.",COc1ccc(/N=C/c2ccccn2)cc1,CCC=O,COc1ccc(/N=C/c2ccccn2)cc1_CCC=O,O=C(O)[C@@H]1CCCN1,Secondary Amine,,,DMF,-20,20h,1,3,10,99,85,Optimization
101,"Chem. Eur. J.2004,10, 1987 - 1997.",COc1ccc(/N=C/c2ccccn2)cc1,CCC=O,COc1ccc(/N=C/c2ccccn2)cc1_CCC=O,O=C(O)[C@@H]1CCCN1,Secondary Amine,,,NMP,-20,20h,1,3,10,99,88,Optimization
102,"Chem. Eur. J.2004,10, 1987 - 1997.",COc1ccc(/N=C/c2ccccn2)cc1,CCC=O,COc1ccc(/N=C/c2ccccn2)cc1_CCC=O,O=C(O)[C@@H]1CCCN1,Secondary Amine,,,DMA,-20,20h,1,3,10,99,79,Optimization
103,"Tetrahedron. Lett 43, 43, 2002, 7749-7752.",CCOC(=O)/C=N/c1ccc(OC)cc1,CC(C)CC=O,CCOC(=O)/C=N/c1ccc(OC)cc1_CC(C)CC=O,COC[C@@H]1CCCN1,Secondary Amine,,,DMSO,25,24-48h,1,2,20,82,52,Scope
104,"Tetrahedron. Lett 43, 43, 2002, 7749-7752.",CCOC(=O)/C=N/c1ccc(OC)cc1,CC(C)(C)CC=O,CCOC(=O)/C=N/c1ccc(OC)cc1_CC(C)(C)CC=O,COC[C@@H]1CCCN1,Secondary Amine,,,DMSO,25,24-48h,1,2,20,92,57,Scope
105,"Tetrahedron. Lett 43, 43, 2002, 7749-7752.",CCOC(=O)/C=N/c1ccc(OC)cc1,CCCC=O,CCOC(=O)/C=N/c1ccc(OC)cc1_CCCC=O,COC[C@@H]1CCCN1,Secondary Amine,,,DMSO,25,24-48h,1,2,20,75,44,Scope
106,"Tetrahedron. Lett 43, 43, 2002, 7749-7752.",CCOC(=O)/C=N/c1ccc(OC)cc1,CCCCCC=O,CCOC(=O)/C=N/c1ccc(OC)cc1_CCCCCC=O,COC[C@@H]1CCCN1,Secondary Amine,,,DMSO,25,24-48h,1,2,20,74,54,Scope
107,"Tetrahedron. Lett 43, 43, 2002, 7749-7752.",CCOC(=O)/C=N/c1ccc(OC)cc1,CCCCCCC=O,CCOC(=O)/C=N/c1ccc(OC)cc1_CCCCCCC=O,COC[C@@H]1CCCN1,Secondary Amine,,,DMSO,25,24-48h,1,2,20,76,78,Scope
108,"Tetrahedron. Lett 43, 43, 2002, 7749-7752.",CCOC(=O)/C=N/c1ccc(OC)cc1,CCCCCCCC=O,CCOC(=O)/C=N/c1ccc(OC)cc1_CCCCCCCC=O,COC[C@@H]1CCCN1,Secondary Amine,,,DMSO,25,24-48h,1,2,20,76,68,Scope
109,"Tetrahedron. Lett 43, 43, 2002, 7749-7752.",CCOC(=O)/C=N/c1ccc(OC)cc1,CCCCC/C=C/CCC=O,CCOC(=O)/C=N/c1ccc(OC)cc1_CCCCC/C=C/CCC=O,COC[C@@H]1CCCN1,Secondary Amine,,,DMSO,25,24-48h,1,2,20,78,67,Scope
110,"Adv. Synth. Catal.2004,346, 1131–1140",COc1ccc(/N=C/c2ccccc2)cc1,CC(C)=O,COc1ccc(/N=C/c2ccccc2)cc1_CC(C)=O,O=C(O)[C@@H]1CCCN1,Secondary Amine,,,DMSO,25,2-24h,1,xs,20,86,45,Scope
111,"Adv. Synth. Catal.2004,346, 1131–1140",COc1ccc(/N=C/c2ccc([N+](=O)[O-])cc2)cc1,CCC(C)=O,COc1ccc(/N=C/c2ccc([N+](=O)[O-])cc2)cc1_CCC(C)=O,O=C(O)[C@@H]1CCCN1,Secondary Amine,,,DMSO,25,2-24h,1,xs,20,98,66,Scope
112,"Adv. Synth. Catal.2004,346, 1131–1140",CCCCC/C=N/c1ccc(OC)cc1,C=CCCC(C)=O,CCCCC/C=N/c1ccc(OC)cc1_C=CCCC(C)=O,O=C(O)[C@@H]1CCCN1,Secondary Amine,,,DMSO,25,2-24h,1,xs,20,48,71,Scope
113,"Adv. Synth. Catal.2004,346, 1131–1140",COc1ccc(/N=C/c2ccc(NC(C)=O)cc2)cc1,CC(C)=O,COc1ccc(/N=C/c2ccc(NC(C)=O)cc2)cc1_CC(C)=O,O=C(O)[C@@H]1CCCN1,Secondary Amine,,,DMSO,25,2-24h,1,xs,20,51,58,Scope
114,"Adv. Synth. Catal.2004,346, 1131–1140",COc1ccc(/N=C/c2ccc([N+](=O)[O-])cc2)cc1,CCC(C)=O,COc1ccc(/N=C/c2ccc([N+](=O)[O-])cc2)cc1_CCC(C)=O,O=C(O)[C@@H]1CCCN1,Secondary Amine,,,DMSO,25,2-24h,1,xs,20,95,27,Scope
115,"Adv. Synth. Catal.2004,346, 1131–1140",COc1ccc(/N=C/c2ccccc2)cc1,C=CCCC(C)=O,COc1ccc(/N=C/c2ccccc2)cc1_C=CCCC(C)=O,O=C(O)[C@@H]1CCCN1,Secondary Amine,,,DMSO,25,2-24h,1,xs,20,62,79,Scope
116,"Adv. Synth. Catal.2004,346, 1131–1140",COc1ccc(/N=C/c2ccc([N+](=O)[O-])cc2)cc1,CC(C)=O,COc1ccc(/N=C/c2ccc([N+](=O)[O-])cc2)cc1_CC(C)=O,O=C(O)[C@@H]1CCCN1,Secondary Amine,,,DMSO,25,2-24h,1,xs,20,86,52,Scope
117,"Adv. Synth. Catal.2004,346, 1131–1140",COc1ccc(/N=C/c2cccc3ccccc23)cc1,CCC(C)=O,COc1ccc(/N=C/c2cccc3ccccc23)cc1_CCC(C)=O,O=C(O)[C@@H]1CCCN1,Secondary Amine,,,DMSO,25,2-24h,1,xs,20,96,73,Scope
118,"Adv. Synth. Catal.2004,346, 1131–1140",COc1ccc(/N=C/c2ccc([N+](=O)[O-])cc2)cc1,C=CCCC(C)=O,COc1ccc(/N=C/c2ccc([N+](=O)[O-])cc2)cc1_C=CCCC(C)=O,O=C(O)[C@@H]1CCCN1,Secondary Amine,,,DMSO,25,2-24h,1,xs,20,86,59,Scope
119,"Adv. Synth. Catal.2004,346, 1131–1140",COc1ccc(/N=C/c2cccc3ccccc23)cc1,CC(C)=O,COc1ccc(/N=C/c2cccc3ccccc23)cc1_CC(C)=O,O=C(O)[C@@H]1CCCN1,Secondary Amine,,,DMSO,25,2-24h,1,xs,20,69,46,Scope
120,"Adv. Synth. Catal.2004,346, 1131–1140",COc1ccc(/N=C/CC(C)C)cc1,CCC(C)=O,COc1ccc(/N=C/CC(C)C)cc1_CCC(C)=O,CC1(C)SCNC1C(=O)O,Secondary Amine,,,DMSO,25,2-24h,1,xs,20,73,44,Scope
121,"Adv. Synth. Catal.2004,346, 1131–1140",COc1ccc(/N=C/c2cccc3ccccc23)cc1,C=CCCC(C)=O,COc1ccc(/N=C/c2cccc3ccccc23)cc1_C=CCCC(C)=O,O=C(O)[C@@H]1CCCN1,Secondary Amine,,,DMSO,25,2-24h,1,xs,20,95,88,Scope
122,"Adv. Synth. Catal.2004,346, 1131–1140",COc1ccc(/N=C/C2CCCCC2)cc1,CC(C)=O,COc1ccc(/N=C/C2CCCCC2)cc1_CC(C)=O,O=C(O)[C@@H]1CCCN1,Secondary Amine,,,DMSO,25,2-24h,1,xs,20,62,38,Scope
123,"Adv. Synth. Catal.2004,346, 1131–1140",COc1ccc(/N=C/c2ccccc2)cc1,CCC(C)=O,COc1ccc(/N=C/c2ccccc2)cc1_CCC(C)=O,CC1(C)SCNC1C(=O)O,Secondary Amine,,,DMSO,25,2-24h,1,xs,20,62,32,Scope
124,"Adv. Synth. Catal.2004,346, 1131–1140",COc1ccc(/N=C/COCc2ccccc2)cc1,C=CCCC(C)=O,COc1ccc(/N=C/COCc2ccccc2)cc1_C=CCCC(C)=O,O=C(O)[C@@H]1CCCN1,Secondary Amine,,,DMSO,25,2-24h,1,xs,20,40,37,Scope
125,"Adv. Synth. Catal.2004,346, 1131–1140",COc1ccc(/N=C/C(C)C)cc1,CC(C)=O,COc1ccc(/N=C/C(C)C)cc1_CC(C)=O,O=C(O)[C@@H]1CCCN1,Secondary Amine,,,DMSO,25,2-24h,1,xs,20,69,58,Scope
126,"Adv. Synth. Catal.2004,346, 1131–1140",COc1ccc(/N=C/CC(C)C)cc1,CCC(C)=O,COc1ccc(/N=C/CC(C)C)cc1_CCC(C)=O,O=C(O)[C@@H]1CCCN1,Secondary Amine,,,DMSO,25,2-24h,1,xs,20,76,82,Scope
127,"Adv. Synth. Catal.2004,346, 1131–1140",COc1ccc(/N=C/COCc2ccccc2)cc1,C=CCCC(C)=O,COc1ccc(/N=C/COCc2ccccc2)cc1_C=CCCC(C)=O,O=C(O)[C@@H]1CCCN1,Secondary Amine,,,DMSO,25,2-24h,1,xs,20,90,30,Scope
128,"Adv. Synth. Catal.2004,346, 1131–1140",COc1ccc(/N=C/CC(C)C)cc1,CC(=O)CO,COc1ccc(/N=C/CC(C)C)cc1_CC(=O)CO,O=C(O)[C@@H]1CCCN1,Secondary Amine,,,DMSO,25,24-48h,1,xs,20,93,74,Scope
129,"Adv. Synth. Catal.2004,346, 1131–1140",CCCCC/C=N/c1ccc(OC)cc1,CC(=O)CO,CCCCC/C=N/c1ccc(OC)cc1_CC(=O)CO,O=C(O)[C@@H]1CCCN1,Secondary Amine,,,DMSO,25,24-48h,1,xs,20,94,46,Scope
130,"Adv. Synth. Catal.2004,346, 1131–1140",COc1ccc(/N=C/c2cccc3ccccc23)cc1,CC(=O)CO,COc1ccc(/N=C/c2cccc3ccccc23)cc1_CC(=O)CO,O=C(O)[C@@H]1CCCN1,Secondary Amine,,,DMSO,25,24-48h,1,xs,20,90,83,Scope
131,"Adv. Synth. Catal.2004,346, 1131–1140",COc1ccc(/N=C/c2ccccc2)cc1,CC(=O)CO,COc1ccc(/N=C/c2ccccc2)cc1_CC(=O)CO,O=C(O)[C@@H]1CCCN1,Secondary Amine,,,DMSO,25,24-48h,1,xs,20,86,91,Scope
132,"Adv. Synth. Catal.2004,346, 1131–1140",COc1ccc(/N=C/COCc2ccccc2)cc1,CC(=O)CO,COc1ccc(/N=C/COCc2ccccc2)cc1_CC(=O)CO,O=C(O)[C@@H]1CCCN1,Secondary Amine,,,DMSO,25,24-48h,1,xs,20,91,70,Scope
133,"Adv. Synth. Catal.2004,346, 1131–1140",CCOC(=O)/C=N/c1ccc(OC)cc1,CC(C)=O,CCOC(=O)/C=N/c1ccc(OC)cc1_CC(C)=O,O=C(O)[C@@H]1CCCN1,Secondary Amine,,,DMSO,25,2-24h,1,xs,20,95,82,Scope
134,"Adv. Synth. Catal.2004,346, 1131–1140",CCOC(=O)/C=N/c1ccc(OC)cc1,CC(C)=O,CCOC(=O)/C=N/c1ccc(OC)cc1_CC(C)=O,O=C(O)[C@@H]1CCCN1,Secondary Amine,,,Acetone,25,2-24h,1,xs,20,99,86,Scope
135,"Adv. Synth. Catal.2004,346, 1131–1140",COc1ccc(/N=C/C(=O)OC(C)C)cc1,CC(C)=O,COc1ccc(/N=C/C(=O)OC(C)C)cc1_CC(C)=O,O=C(O)[C@@H]1CCCN1,Secondary Amine,,,DMSO,25,2-24h,1,xs,20,97,85,Scope
136,"Adv. Synth. Catal.2004,346, 1131–1140",CCOC(=O)/C=N/c1ccc(OC)cc1,CCC(C)=O,CCOC(=O)/C=N/c1ccc(OC)cc1_CCC(C)=O,O=C(O)[C@@H]1CCCN1,Secondary Amine,,,DMSO,25,2-24h,1,xs,20,99,72,Scope
137,"Adv. Synth. Catal.2004,346, 1131–1140",CCOC(=O)/C=N/c1ccc(OC)cc1,CCC(=O)CC,CCOC(=O)/C=N/c1ccc(OC)cc1_CCC(=O)CC,O=C(O)[C@@H]1CCCN1,Secondary Amine,,,DMSO,25,2-24h,1,xs,20,99,47,Scope
138,"Adv. Synth. Catal.2004,346, 1131–1140",CCOC(=O)/C=N/c1ccc(OC)cc1,O=C1CCCCC1,CCOC(=O)/C=N/c1ccc(OC)cc1_O=C1CCCCC1,O=C(O)[C@@H]1CCCN1,Secondary Amine,,,DMSO,25,2-24h,1,xs,20,99,81,Scope
139,"Adv. Synth. Catal.2004,346, 1131–1140",CCOC(=O)/C=N/c1ccc(OC)cc1,C=CCCC(C)=O,CCOC(=O)/C=N/c1ccc(OC)cc1_C=CCCC(C)=O,O=C(O)[C@@H]1CCCN1,Secondary Amine,,,DMSO,25,2-24h,1,xs,20,99,79,Scope
140,"Adv. Synth. Catal.2004,346, 1131–1140",CCOC(=O)/C=N/c1ccc(OC)cc1,CC(=O)CO,CCOC(=O)/C=N/c1ccc(OC)cc1_CC(=O)CO,O=C(O)[C@@H]1CCCN1,Secondary Amine,,,DMSO,25,2-24h,1,xs,20,99,62,Scope
141,"Adv. Synth. Catal.2004,346, 1131–1140",CCOC(=O)/C=N/c1ccc(OC)cc1,CCC(=O)CO,CCOC(=O)/C=N/c1ccc(OC)cc1_CCC(=O)CO,O=C(O)[C@@H]1CCCN1,Secondary Amine,,,DMSO,25,2-24h,1,xs,20,98,68,Scope
142,"Adv. Synth. Catal.2004,346, 1131–1140",CCOC(=O)/C=N/c1ccc(OC)cc1,CC(=O)CCO,CCOC(=O)/C=N/c1ccc(OC)cc1_CC(=O)CCO,O=C(O)[C@@H]1CCCN1,Secondary Amine,,,DMSO,25,2-24h,1,xs,20,99,59,Scope
143,"Adv. Synth. Catal.2004,346, 1131–1140",CCOC(=O)/C=N/c1ccc(OC)cc1,CC(C)=O,CCOC(=O)/C=N/c1ccc(OC)cc1_CC(C)=O,O=C(O)[C@@H]1CCCN1,Secondary Amine,,,DMSO,25,2-24h,1,xs,20,95,82,Optimization
144,"Adv. Synth. Catal.2004,346, 1131–1140",CCOC(=O)/C=N/c1ccc(OC)cc1,CC(C)=O,CCOC(=O)/C=N/c1ccc(OC)cc1_CC(C)=O,O=C(O)[C@@H]1CCCN1,Secondary Amine,,,Acetone,25,2-24h,1,xs,20,99,86,Optimization
145,"Adv. Synth. Catal.2004,346, 1131–1140",CCOC(=O)/C=N/c1ccc(OC)cc1,CC(C)=O,CCOC(=O)/C=N/c1ccc(OC)cc1_CC(C)=O,O=C(O)[C@@H]1CCCN1,Secondary Amine,,,toluene,25,2-24h,1,xs,20,83,81,Optimization
146,"Adv. Synth. Catal.2004,346, 1131–1140",CCOC(=O)/C=N/c1ccc(OC)cc1,CC(C)=O,CCOC(=O)/C=N/c1ccc(OC)cc1_CC(C)=O,O=C(O)[C@@H]1CCCN1,Secondary Amine,,,CHCl3,25,2-24h,1,xs,20,98,84,Optimization
147,"Adv. Synth. Catal.2004,346, 1131–1140",CCOC(=O)/C=N/c1ccc(OC)cc1,CC(C)=O,CCOC(=O)/C=N/c1ccc(OC)cc1_CC(C)=O,O=C(O)[C@@H]1CCCN1,Secondary Amine,,,EtOAc,25,2-24h,1,xs,20,98,65,Optimization
148,"Adv. Synth. Catal.2004,346, 1131–1140",CCOC(=O)/C=N/c1ccc(OC)cc1,CC(C)=O,CCOC(=O)/C=N/c1ccc(OC)cc1_CC(C)=O,O=C(O)[C@@H]1CCCN1,Secondary Amine,,,THF,25,2-24h,1,xs,20,97,79,Optimization
149,"Adv. Synth. Catal.2004,346, 1131–1140",CCOC(=O)/C=N/c1ccc(OC)cc1,CC(C)=O,CCOC(=O)/C=N/c1ccc(OC)cc1_CC(C)=O,O=C(O)[C@@H]1CCCN1,Secondary Amine,,,dioxane,25,2-24h,1,xs,20,97,79,Optimization
150,"Adv. Synth. Catal.2004,346, 1131–1140",CCOC(=O)/C=N/c1ccc(OC)cc1,CC(C)=O,CCOC(=O)/C=N/c1ccc(OC)cc1_CC(C)=O,O=C(O)[C@@H]1CCCN1,Secondary Amine,,,(bmim)BF4,25,2-24h,1,xs,20,97,80,Optimization
151,"Angew.Chem.Int.Ed.2003,42,3677–3680",COc1ccc(/N=C/c2ccccc2)cc1,CCC=O,COc1ccc(/N=C/c2ccccc2)cc1_CCC=O,O=C(O)[C@@H]1CCCN1,Secondary Amine,,,NMP,-10,20h,1,3,10,90,50,Optimization
152,"Angew.Chem.Int.Ed.2003,42,3677–3680",COc1ccc(/N=C/c2ccccc2)cc1,CCC=O,COc1ccc(/N=C/c2ccccc2)cc1_CCC=O,O=C(O)[C@@H]1CCCN1,Secondary Amine,,,NMP,-20,20h,1,3,10,98,90,Optimization
153,"Angew.Chem.Int.Ed.2003,42,3677–3680",COc1ccc(/N=C/c2ccccc2)cc1,CCC=O,COc1ccc(/N=C/c2ccccc2)cc1_CCC=O,O=C(O)[C@@H]1CCCN1,Secondary Amine,,,DMF,-20,20h,1,3,10,96,71,Optimization
154,"Angew.Chem.Int.Ed.2003,42,3677–3680",COc1ccc(/N=C/c2ccc([N+](=O)[O-])cc2)cc1,CCC=O,COc1ccc(/N=C/c2ccc([N+](=O)[O-])cc2)cc1_CCC=O,O=C(O)[C@@H]1CCCN1,Secondary Amine,,,NMP,0,20h,1,3,10,95,89,Optimization
155,"Angew.Chem.Int.Ed.2003,42,3677–3680",COc1ccc(/N=C/c2ccc([N+](=O)[O-])cc2)cc1,CCC=O,COc1ccc(/N=C/c2ccc([N+](=O)[O-])cc2)cc1_CCC=O,O=C(O)[C@@H]1CCCN1,Secondary Amine,,,NMP,-10,20h,1,3,10,99,93,Optimization
156,"Angew.Chem.Int.Ed.2003,42,3677–3680",COc1ccc(/N=C/c2ccc(Br)cc2)cc1,CCC=O,COc1ccc(/N=C/c2ccc(Br)cc2)cc1_CCC=O,O=C(O)[C@@H]1CCCN1,Secondary Amine,,,NMP,-10,20h,1,3,10,95,85,Optimization
157,"Angew.Chem.Int.Ed.2003,42,3677–3680",COc1ccc(/N=C/c2ccc(Br)cc2)cc1,CCC=O,COc1ccc(/N=C/c2ccc(Br)cc2)cc1_CCC=O,O=C(O)[C@@H]1CCCN1,Secondary Amine,,,NMP,-20,20h,1,3,10,98,33,Scope
158,"Angew.Chem.Int.Ed.2003,42,3677–3680",COc1ccc(/N=C/c2ccc(Cl)cc2)cc1,CCC=O,COc1ccc(/N=C/c2ccc(Cl)cc2)cc1_CCC=O,O=C(O)[C@@H]1CCCN1,Secondary Amine,,,NMP,-20,20h,1,3,10,98,91,Scope
159,"Angew.Chem.Int.Ed.2003,42,3677–3680",COc1ccc(/N=C/c2ccc3ccccc3c2)cc1,CCC=O,COc1ccc(/N=C/c2ccc3ccccc3c2)cc1_CCC=O,O=C(O)[C@@H]1CCCN1,Secondary Amine,,,NMP,-20,20h,1,3,10,96,59,Scope
160,"Angew.Chem.Int.Ed.2003,42,3677–3680",COc1ccc(/N=C/c2ccc(C)cc2)cc1,CCC=O,COc1ccc(/N=C/c2ccc(C)cc2)cc1_CCC=O,O=C(O)[C@@H]1CCCN1,Secondary Amine,,,NMP,-20,20h,1,3,10,86,95,Scope
161,"Angew.Chem.Int.Ed.2003,42,3677–3680",COc1ccc(/N=C/c2ccco2)cc1,CCC=O,COc1ccc(/N=C/c2ccco2)cc1_CCC=O,O=C(O)[C@@H]1CCCN1,Secondary Amine,,,NMP,-20,20h,1,3,10,84,87,Scope
162,"Angew.Chem.Int.Ed.2003,42,3677–3680",COc1ccc(/N=C/c2ccncc2)cc1,CCC=O,COc1ccc(/N=C/c2ccncc2)cc1_CCC=O,O=C(O)[C@@H]1CCCN1,Secondary Amine,,,NMP,-20,20h,1,3,10,99,84,Scope
163,"Angew.Chem.Int.Ed.2003,42,3677–3680",COc1ccc(/N=C/c2ccccc2)cc1,CCC=O,COc1ccc(/N=C/c2ccccc2)cc1_CCC=O,O=C(O)[C@@H]1CCCN1,Secondary Amine,,,NMP,-20,20h,1,3,10,98,90,Scope
164,"Angew.Chem.Int.Ed.2003,42,3677–3680",COc1ccc(/N=C/c2ccccc2)cc1,CCCC=O,COc1ccc(/N=C/c2ccccc2)cc1_CCCC=O,O=C(O)[C@@H]1CCCN1,Secondary Amine,,,NMP,-20,20h,1,3,10,97,85,Scope
165,"Angew.Chem.Int.Ed.2003,42,3677–3680",COc1ccc(/N=C/c2ccccc2)cc1,CCCCC=O,COc1ccc(/N=C/c2ccccc2)cc1_CCCCC=O,O=C(O)[C@@H]1CCCN1,Secondary Amine,,,NMP,-20,20h,1,3,10,71,55,Scope
166,"Adv. Synth. Catal., 2006, 348, 211–222",CCOC(=O)/C=N/c1ccc(OC)cc1,CC1(C)OCC(=O)CO1,CCOC(=O)/C=N/c1ccc(OC)cc1_CC1(C)OCC(=O)CO1,O=C(O)[C@@H]1CCCN1,Secondary Amine,,H2O (5 eq),DMSO,25,24h,1,1.5,30,99,77,Optimization
167,"Adv. Synth. Catal., 2006, 348, 211–222",CCOC(=O)/C=N/c1ccc(OC)cc1,CC1(C)OCC(=O)CO1,CCOC(=O)/C=N/c1ccc(OC)cc1_CC1(C)OCC(=O)CO1,O=C(O)[C@@H]1CCCN1,Secondary Amine,,H2O (5 eq),DMF,25,24h,1,1.5,30,96,28,Optimization
168,"Adv. Synth. Catal., 2006, 348, 211–222",CCOC(=O)/C=N/c1ccc(OC)cc1,CC1(C)OCC(=O)CO1,CCOC(=O)/C=N/c1ccc(OC)cc1_CC1(C)OCC(=O)CO1,O=C(O)[C@@H]1CCCN1,Secondary Amine,,H2O (5 eq),NMP,25,24h,1,1.5,30,82,35,Optimization
169,"Adv. Synth. Catal., 2006, 348, 211–222",CCOC(=O)/C=N/c1ccc(OC)cc1,CC1(C)OCC(=O)CO1,CCOC(=O)/C=N/c1ccc(OC)cc1_CC1(C)OCC(=O)CO1,O=C(O)[C@@H]1CCCN1,Secondary Amine,,H2O (5 eq),TFE,25,24h,1,1.5,30,88,60,Optimization
170,"Adv. Synth. Catal., 2006, 348, 211–222",CCOC(=O)/C=N/c1ccc(OC)cc1,CC1(C)OCC(=O)CO1,CCOC(=O)/C=N/c1ccc(OC)cc1_CC1(C)OCC(=O)CO1,O=C(O)[C@@H]1CCCN1,Secondary Amine,,H2O (5 eq),CHCl3,25,24h,1,1.5,30,8,22,Optimization
171,"Adv. Synth. Catal., 2006, 348, 211–222",[H]/C=N/c1ccc(OC)cc1,CC1(C)OCC(=O)CO1,[H]/C=N/c1ccc(OC)cc1_CC1(C)OCC(=O)CO1,O=C(O)[C@@H]1CCCN1,Secondary Amine,,H2O (5 eq),DMSO,25,24h,1,1.5,30,99,84,Scope
172,"Adv. Synth. Catal., 2006, 348, 211–222",CCOC(=O)/C=N/c1ccc(OC)cc1,CC1(C)OCC(=O)CO1,CCOC(=O)/C=N/c1ccc(OC)cc1_CC1(C)OCC(=O)CO1,O=C(O)[C@@H]1CCCN1,Secondary Amine,,H2O (5 eq),DMSO,25,24h,1,1.5,30,99,77,Scope
173,"Adv. Synth. Catal., 2006, 348, 211–222",COc1ccc(/N=C/COCc2ccccc2)cc1,CC1(C)OCC(=O)CO1,COc1ccc(/N=C/COCc2ccccc2)cc1_CC1(C)OCC(=O)CO1,O=C(O)[C@@H]1CCCN1,Secondary Amine,,H2O (5 eq),DMSO,25,24h,1,1.5,30,98,70,Scope
174,"Adv. Synth. Catal., 2006, 348, 211–222",COc1ccc(/N=C/[C@H]2OCC(C)(C)O2)cc1,CC1(C)OCC(=O)CO1,COc1ccc(/N=C/[C@H]2OCC(C)(C)O2)cc1_CC1(C)OCC(=O)CO1,O=C(O)[C@@H]1CCCN1,Secondary Amine,,H2O (5 eq),DMSO,25,24h,1,1.5,30,98,40,Scope
175,"Adv. Synth. Catal., 2006, 348, 211–222",COc1ccc(/N=C/[C@H]2OCC(C)(C)O2)cc1,CC1(C)OCC(=O)CO1,COc1ccc(/N=C/[C@H]2OCC(C)(C)O2)cc1_CC1(C)OCC(=O)CO1,O=C(O)[C@H]1CCCN1,Secondary Amine,,H2O (5 eq),DMSO,25,24h,1,1.5,30,98,55,Scope
176,"Adv. Synth. Catal., 2006, 348, 211–222",COc1ccc(/N=C/c2ccccc2)cc1,CC1(C)OCC(=O)CO1,COc1ccc(/N=C/c2ccccc2)cc1_CC1(C)OCC(=O)CO1,O=C(O)[C@@H]1CCCN1,Secondary Amine,,H2O (5 eq),DMSO,25,24h,1,1.5,30,76,80,Scope
